No,Identifier,Name,Rules,PrasaYati,Yathi,Full Name,Reference
2216,sulalitaa-2,సులలితా 2,నసనమజజగ,,13,సులలితా 2,రణపింగళ
2217,sulOchanaa,సులోచనా,తజర,,No,సులోచనా ,మా.పట్వర్థన్
2218,suvaMSaa,సువంశా,సరభనతతగ,,10,సువంశా,రణపింగళ
2219,suvaktraa,సువక్త్రా,నజరజగ,,8,సువక్త్రా ,మా.పట్వర్థన్
2220,suvadaMti,సువదంతి,భరభనయభవ,,15,సువదంతి ,భ.నా.శా
2221,suvadanaa,సువదనా,మరభనయభవ,,13,సువదనా ,వాగ్వల్లభ భ.నా.శా.
2222,suvarNa,సువర్ణ,స-భ-భ-భ-భ-గా,,10,సువర్ణ,"శ్రీకృష్ణ భాగవతం, శ్రీపాద.కృ.శా."
2223,suvarNa-2,సువర్ణ 2,నననభనసజ,,12,సువర్ణ 2,సఆంఋసం వగోకృ
2224,suvarNamukha,సువర్ణముఖ,భజసభతజభవ,,13,"సువర్ణముఖ, సువర్ణముఖి ",శ్రీ వేంకటేశాయ సహస్రనామ సహస్రఛందమాల - శ్రీతోపెల్ల బాలసుబ్రహ్మణ్య శర్మ & వేగరాజు శ్రీరామ్
2225,suvarNaruchira,సువర్ణరుచిర,తభయ,,No,సువర్ణరుచిర,మా పట్వర్ధన్
2226,suvaasakaM,సువాసకం,నజల,,No,"సువాసకం, వాసకి, సవాసిని, సవాసన",1 వృ.మౌ.చం. 2. వా.వ ౩ ఛం.సారావళీ
2227,suvRtti@h,సువృత్తిః,స-న-న-గా,,8,సువృత్తిః,వాగ్వల్లభ దుఃఖభంజన
2228,suSeelaa,సుశీలా,ననసయ,,6,సుశీలా ,ఛందస్కలావతీ
2229,sushamaa,సుషమా,తయభగ,,6,"సుషమా, సుషమ, వామా, సుఖమా ","1.వా.వ   2. మో.ఆం. 3.ఛం.సా, 4ఛంప్ర. , ఛందః ప్రదీప మా.పట్వర్థన్"
2230,susvapnaphalada,సుస్వప్నఫలద,తసజయననర,,11,సుస్వప్నఫలద ,శ్రీ వేంకటేశాయ సహస్రనామ సహస్రఛందమాల - శ్రీతోపెల్ల బాలసుబ్రహ్మణ్య శర్మ & వేగరాజు శ్రీరామ్
2231,soorasoochaka@h,సూరసూచకః,మసజసససయయవ,,"13,21",సూరసూచకః,వాగ్వల్లభ దుఃఖభంజన
2232,sooryamaMDala,సూర్యమండల,రసజరనరస,,10,సూర్యమండల ,శ్రీ వేంకటేశాయ సహస్రనామ సహస్రఛందమాల - శ్రీతోపెల్ల బాలసుబ్రహ్మణ్య శర్మ & వేగరాజు శ్రీరామ్
2233,sRjana,సృజన,నజహ,,No,సృజన ,మోడేకుర్తి
2234,sRtaSikhaa,సృతశిఖా,తయసభసగ,,10,సృతశిఖా,వాగ్వల్లభ దుఃఖభంజన
2235,sRshTiSree,సృష్టిశ్రీ,యజనజనజ,,9,సృష్టిశ్రీ,సఆంఋసం వగోకృ
2236,saevaa,సేవా,తరసల,,7,సేవా,ఛం.సార
2237,sainikaM,సైనికం,జరజహ,,8,"సైనికం, సేనికా, రూపసేనిక","1. వా.వ 2. వృ.మౌ.చం., భిఖారీదాస్"
2238,sairavee,సైరవీ,రమగ,,No,సైరవీ,వాగ్వల్లభ దుఃఖభంజన
2239,sOpadhi,సోపధి,రభ,,No,సోపధి,వాగ్వల్లభ దుఃఖభంజన
2240,sOmaraajee,సోమరాజీ,యయ,,No,"సోమరాజీ, శంఖధారీ, సోమరాజీ, శంఖనారీ, విచిత్ర ","1.వా.వ. 2. ఛం.కౌ.  3. కవి. కావ్యా. లక్షణ అప్పక ,నాగ"
2241,sOmaSruti,సోమశ్రుతి,యభ,,No,సోమశ్రుతి,వాగ్వల్లభ దుఃఖభంజన
2242,sauMdarya,సౌందర్య,నరభనననహ,,11,సౌందర్య,సఆంఋసం వగోకృ
2243,saudaaMghri,సౌదాంఘ్రి,స-భ-య-గా,,7,సౌదాంఘ్రి,రణపింగళ
2244,saudaamanadaama,సౌదామనదామ,ససససనజయసల,,"10,20",సౌదామనదామ,వాగ్వల్లభ దుఃఖభంజన
2245,saubhagakalaa,సౌభగకలా,భజసవ,,6,సౌభగకలా," ఋగ్వేదము, వాగ్వల్లభ "
2246,saubhaagyavatee,సౌభాగ్యవతీ,జ-త-త-గా,,7,సౌభాగ్యవతీ ,ఛందస్కలావతీ
2247,saurakaaMtaa,సౌరకాంతా,రభగ,,No,సౌరకాంతా,వాగ్వల్లభ దుఃఖభంజన
2248,saurabhavardhinee,సౌరభవర్ధినీ,నయసవ,,6,సౌరభవర్ధినీ,వాగ్వల్లభ దుఃఖభంజన
2249,saurabhaSObhaasaara@h,సౌరభశోభాసారః,భమతనసనవ,,10,సౌరభశోభాసారః,వాగ్వల్లభ దుఃఖభంజన
2250,saurabhi,సౌరభి,భస,,No,సౌరభి ,వాగ్వల్లభ 
2251,saurabhee-2,సౌరభీ 2,సజయరవ,,10,సౌరభీ 2,మా.పట్వర్థన్
2252,skhalita-vikrama,స్ఖలిత విక్రమ,సభమసభగ,,7,స్ఖలిత విక్రమ,భరత నాట్య 16.32
2253,skhalita-vikramaa-2,స్ఖలిత విక్రమా 2,సమమసభగ,,10,స్ఖలిత విక్రమా 2,మా.పట్వర్థన్
2254,staradhi,స్తరధి,జభల,,No,స్తరధి,వాగ్వల్లభ దుఃఖభంజన
2255,stutisaMpreeta,స్తుతిసంప్రీత,తసతసతసస,,12,స్తుతిసంప్రీత ,శ్రీ వేంకటేశాయ సహస్రనామ సహస్రఛందమాల - శ్రీతోపెల్ల బాలసుబ్రహ్మణ్య శర్మ & వేగరాజు శ్రీరామ్
2256,sthaalee,స్థాలీ,తర,,No,స్థాలీ ,వాగ్వల్లభ దుఃఖభంజన
2257,sthira,స్థిర,తతనయజ,,8,స్థిర ,సఆంఋసం వగోకృ
2258,sthoolaa,స్థూలా,తసగ,,No,స్థూలా,వాగ్వల్లభ దుఃఖభంజన
2259,snigdha,స్నిగ్ధ,భమమ,,No,"స్నిగ్ధ, వక్త్రమ్",1.వా.వ. 2.మో.ఆం. 3.ఛం.వ. 4HCS 2.88
2260,snaehalataa,స్నేహలతా,భతయర,,7,స్నేహలతా,మా పట్వర్ధన్
2261,sphuTaghaTitaa,స్ఫుటఘటితా,నయన,,No,స్ఫుటఘటితా,వాగ్వల్లభ దుఃఖభంజన
2262,sphOTaka,స్ఫోటక,నయమమమ,,10,"స్ఫోటక, క్రీడం",వాగ్వల్లభ దుఃఖభంజన
2263,smRti,స్మృతి,జభసయ,,7,స్మృతి ,ఛం.శా.
2264,sragdhara,స్రగ్ధర,మరభనయయయ,,"8,15",స్రగ్ధర,200 మా.పట్వర్థన్ భ.నా.శా.
2265,sragviNi,స్రగ్విణి,రరరర,,7,"స్రగ్విణి, లక్ష్మీధర పద్మినీ సత్యశ్రీ","200, ఛందః ప్రదీప భ.నా.శా. సఆంఋసం వగోకృ"
2266,sraeMdra-vajra,స్రేంద్ర వజ్ర,తతజతరభరగ,,12,స్రేంద్ర వజ్ర,పింగళ పీయూష
2267,svaMdanaarooDha,స్వందనారూఢ,రరతరర,,10,స్వందనారూఢ ,శ్రీ వేంకటేశాయ సహస్రనామ సహస్రఛందమాల - శ్రీతోపెల్ల బాలసుబ్రహ్మణ్య శర్మ & వేగరాజు శ్రీరామ్
2268,svanakaree,స్వనకరీ,నభగ,,No,"స్వనకరీ, మధుమతి ",1.వా.వ.  2. అప్పక.
2269,svamoorti,స్వమూర్తి,జరతరజవ,,6,"స్వమూర్తి, స్వమూర్తికేళి ",శ్రీ వేంకటేశ్వర సహస్రనామ సహస్రఛందమాల - శ్రీతోపెల్ల బాలసుబ్రహ్మణ్య శర్మ & వేగరాజు శ్రీరామ్
2270,svaravarshiNee,స్వరవర్షిణీ,సజజమ,,6,స్వరవర్షిణీ,వాగ్వల్లభ 
2271,svargamaarga,స్వర్గమార్గ,రసజతసరస,,11,"స్వర్గమార్గ, స్వర్గమార్గము ",శ్రీ వేంకటేశాయ సహస్రనామ సహస్రఛందమాల - శ్రీతోపెల్ల బాలసుబ్రహ్మణ్య శర్మ & వేగరాజు శ్రీరామ్
2272,svarNamaalaa,స్వర్ణమాలా,నజజనభసవ,,10,స్వర్ణమాలా,
2273,svarNaakshi,స్వర్ణాక్షి,మజససయ,,10,స్వర్ణాక్షి,మా.పట్వర్థన్
2274,svarNaabharaNaM,స్వర్ణాభరణం,ససససనయభగ,,12,స్వర్ణాభరణం,వాగ్వల్లభ దుఃఖభంజన
2275,svaaMghrinakha,స్వాంఘ్రినఖ,భయజభభరవ,,12,స్వాంఘ్రినఖ,శ్రీ వేంకటేశాయ సహస్రనామ సహస్రఛందమాల - శ్రీతోపెల్ల బాలసుబ్రహ్మణ్య శర్మ & వేగరాజు శ్రీరామ్
2276,svaagatamu,స్వాగతము,ర-న-భ-గా,,7,"స్వాగతము, సుపథ, గంగాధర","200, ఛందఃప్రదీప మా.పట్వర్థన్ భ.నా.శా."
2277,svaanaMda,స్వానంద,తసభల,,5,"స్వానంద, సమ్రాట్, హరిత, ద్విరావృత్తి",మా పట్వర్ధన్
2278,svaamiteerdha,స్వామితీర్ధ,రసతజరవ,,8,స్వామితీర్ధ ,శ్రీ వేంకటేశాయ సహస్రనామ సహస్రఛందమాల - శ్రీతోపెల్ల బాలసుబ్రహ్మణ్య శర్మ & వేగరాజు శ్రీరామ్
2279,svidaa,స్విదా,జనగ,,No,"స్విదా, కుమారాలలిత ",1. వా.వ. 2.. లక్షణ. అప్పక
2280,svinnaSareeraM,స్విన్నశరీరం,భతతతగ,,8,స్విన్నశరీరం,వాగ్వల్లభ 
2281,haMsagati,హంసగతి,ననజజజజజవ,,,హంసగతి,మా.పట్వర్థన్
2282,haMsagati-2,హంసగతి 2,నజజజజజజవ,,"8,14,20","హంసగతి 2, కవిరాజవిరాజితము, శ్రవణాభరణం, శైలసుతా, హంసగతి, మహాతరుణీదయిత విరాజిత, శ్రవణాభరణ, సుధాలహరీ","200 వాగ్వల్లభ / ఛం.సార/హేమచంద్ర 2-361, జయకీర్తి ఛంశా. 2-249 రణపింగళ"
2283,haMsapadaa,హంసపదా,తయభభననననగ,,11,హంసపదా,హేమచంద్ర ఛందోనుశాసనం 2-374 రత్నమంజూష 7-27
2284,haMsamaalaa,హంసమాలా,సరగ,,No,"హంసమాలా, దీప్తా ",వాగ్వల్లభ భ.నా.శా. పింగళశిరోమణి
2285,haMsarutaM,హంసరుతం,మ-న-గా,,No,"హంసరుతం, హంసరుత","1. వాగ్వల్లభ 2. లక్షణ, అప్పక,"
